,AHR,AHRR,AR,ARID1A,ARID2,ARNT,BAP1,BRCA1,BRD2,BRD4,BRD9,CDK9,CDKN1B,CEBPA,CEBPB,CHD8,CREB1,CREBBP,CTBP1,CTBP2,CTCF,CTCFL,CTNNB1,DNMT3A,E2F1,E2F4,EGR1,ELF1,EN1,EP300,ERG,ESR1,ESRRA,EZH2,FOS,FOSL1,FOSL2,FOXA1,FOXM1,GABPA,GATA3,GREB1,GRHL1,GRHL2,GTF3C2,HDAC1,HDAC2,HIF1A,HSF1,JUN,JUNB,JUND,KDM1A,KDM4A,KDM5A,KDM5B,KDM5C,KDM6A,KMT2B,KMT2C,LIN9,LMTK3,MAX,MED1,MED12,MEN1,MYC,NCAPG,NCAPG2,NCOA1,NCOA3,NELFE,NIPBL,NOTCH1,NR2F2,NR3C1,NRF1,PBX1,PCGF2,PGR,PML,PRKCQ,RAD21,RB1,RBPJ,RELA,REST,RNF2,RORC,RUNX1,RUNX2,RXRA,SATB1,SFPQ,SIN3A,SMAD1,SMAD3,SMARCA4,SMARCB1,SMARCC1,SMC1A,SREBF2,SRF,STAG1,STAG2,STAT3,SUMO2,SUZ12,TAF1,TCEA2,TCF12,TCF7,TCF7L2,TEAD1,TEAD4,TET2,TFAP2A,TFAP2C,TLE3,TOP2A,TP53,TP63,TRIM25,TRPS1,WWTR1,XBP1,YAP1,ZBTB17,ZFX,ZMYND8,ZNF143,ZNF217,ZNF516,ZNF711
NELFE,0.65449925591438,0.25106029192503,0.093891462789647,0.705317193365601,0.595990587570391,0.925078673817631,0.249031081239527,0.826198732101748,0.96239847361712,0.877015295287986,0.866422127915953,0.818318503290713,0.926209576841858,0.923165089815817,0.500000319915952,-0.0936560047541529,0.551712487116234,0.292779231819661,0.234968152140868,0.331403755981233,0.917162352648042,0.892544134748216,0.411583226076491,0.825142563081879,0.957309410008098,0.751697313538801,0.916194790486976,0.967487537226141,0.680166449923085,0.632353345776057,0.977073347941734,0.798077433712,0.804864768371492,-0.0861115387704885,0.440611141645392,0.45400511300653,0.578142695356738,0.615776696691565,0.699377076085348,0.967487537226141,0.596093995007327,0.464203468676579,0.849122046147418,0.940345864644694,-0.0861115387704885,0.45810793072212,0.851870130597281,0.957309410008098,0.702290778044925,0.873057134703192,0.156305375812553,0.667071878633833,-0.0861115387704885,-0.148441950170848,0.807513741954699,0.936934988620785,0.131081699841499,0.910689885899387,0.168158330900116,0.812340819406945,0.831302224613014,-0.0861115387704885,0.966922085714027,0.35528434997785,-0.0861115387704885,0.79232983962096,0.975969309907843,0.506378374106685,0.554659626575427,0.608113870380106,0.542594107264391,1,-0.0861115387704885,0.772158544446012,0.723777935505237,0.735469976345893,0.975403858395729,0.781746960229264,0.04285363264049,0.661765129300524,0.782133481598096,-0.0161041902352327,0.866837168069944,0.0875323429048429,0.918858707184383,0.80242807318539,0.808651085253227,0.267713364815122,-0.0254596979942872,-0.0861115387704885,0.926775028353971,-0.0861115387704885,0.136963570988233,0.956448575766826,0.869344447636672,-0.00566572328896368,0.961833022105006,0.823264034604998,0.796026379647842,0.773587905064329,0.797794628101188,0.450764078976052,0.974808983288334,0.887127772851641,0.842195108998701,0.886627970993915,-0.0861115387704885,0.285342171976276,0.778020880161715,-0.0725212580987351,0.643175256101454,0.656317638297411,0.947398796220836,0.875176938538772,0.865892562744934,0.819121109289825,0.857386741892822,0.966356634201914,0.380548867652363,-0.0861115387704885,0.445575791545411,0.610294508132706,0.846480913633859,0.700365549204309,0.781244446789329,0.799856030417361,0.815476714612852,0.681685302713427,0.951654894886964,0.813148351201253,0.977665664444183,0.7669815099441,-0.0861115387704885,0.721328581091208
NIPBL,-0.258188458101004,0.31209389196618,0.154825528611813,-0.18923120163666,0.122478463777215,-0.0859898950612637,0.279416375277346,-0.0517402201118311,-0.0171979790122527,0.0515939370367582,-0.0172516389835589,-0.0518877545433501,-0.0515939370367582,-0.120727180260939,-0.223636874661508,0.37249739617438,0.017626168197987,-0.0476190476190476,0.372668227367114,0.356963117394612,0.0171979790122527,0.0517402201118311,0.234997523943114,-0.0172959181811167,-0.0515939370367582,-0.0860141825621184,-0.0172223077540977,-0.0859898950612637,0.19383037638078,-0.18923120163666,-0.0172174337458625,-0.0344056730248474,-0.154825528611813,1,-0.258042547686355,-0.154956903712763,-0.0516669232622931,-0.292365643208297,0.0172516389835589,-0.0859898950612637,-0.0516523012375876,0.017626168197987,0.224271306786265,-0.0515939370367582,1,0.270897616436539,-0.0864795909055835,-0.0515939370367582,0.326761601232802,-0.0515939370367582,-0.0864357232515501,-0.0521114418336343,1,0.723746864455746,0.0172959181811167,-0.0172028365124237,0.536684195022578,-0.0517402201118311,0.511446761322894,-0.0860871687293126,-0.0517402201118311,1,-0.0859898950612637,0.275658923209986,1,-0.0524448129917054,-0.0859898950612637,0.262224064958527,-0.0874080216528424,0.209779251966822,0.278087924840131,-0.0861115387704885,1,-0.0521114418336343,0.0171979790122527,0.017246740037277,-0.0515939370367582,-0.0347609906050164,0.485571414544237,-0.0172028365124237,-0.0176209433073436,0.547426247259818,0.0859898950612637,0.460143842333058,-0.0859898950612637,0.156334325500903,-0.0172959181811167,0.250832033385184,0.154869283177788,1,-0.0859898950612637,1,-0.102225560956682,-0.051608509537271,-0.223636874661508,0.723746864455746,-0.0515939370367582,0.0862827105342955,0.0692232175534887,0.19235376835761,-0.0172028365124237,0.292613585847805,-0.0860871687293126,0.121071427267817,0.120419855586966,-0.0859898950612637,1,0.339162378265206,0.0174765069097485,0.654818591650437,-0.122371230313979,0.229140186573831,-0.0860141825621184,-0.120522036221038,0.0517402201118311,0,-0.189714140410047,-0.0859898950612637,-0.257969685183791,1,-0.0171979790122527,0.0172028365124237,0.0515939370367582,0.262224064958527,0.124684135544061,-0.0174765069097485,-0.0517255357862589,0.0174816043305685,-0.0515939370367582,-0.1211060141639,-0.0515939370367582,0.0173955498703394,1,0.0521114418336343
NOTCH1,0.40612424189279,0.456762502677185,0.124649329777964,0.468932490057146,0.758360531698726,0.586285257393664,0.439471122026661,0.848749169904493,0.687231259882651,0.601113483747979,0.551500409915145,0.926306247567983,0.614801077305808,0.632272376906615,0.175707064400975,0.175844233215524,0.824751982565474,0.330039131613017,0.131943657911801,0.380359140534891,0.664418603952937,0.676597215631412,0.710956562655108,0.961867230446754,0.629058987261879,0.719372104576717,0.904087999894998,0.70890328301588,0.780097460263056,0.350273173838306,0.777649634839776,0.609269950585198,0.587021328794165,-0.0521114418336343,0.030520545277442,0.0970634639667856,0.221595795299595,0.330213194582618,0.852708880683116,0.696356322254537,0.372552413166633,0.712524923279456,0.794927198731425,0.706051701024666,-0.0521114418336343,0.610575816952946,0.685409266776309,0.675824931917794,0.58343367540245,0.609668229721622,-0.0984119154138146,0.818836405529954,-0.0521114418336343,-0.0274294491849897,0.938351096607566,0.823199006268202,0.178821778840043,0.907658310403255,-0.0843785314047144,0.549265013741457,0.8550404373364,-0.0521114418336343,0.635332467642551,0.444269776121233,-0.0521114418336343,0.969295070093814,0.719739294582495,0.733927965752852,0.725811858706612,0.733927965752852,0.553890581915077,0.772158544446012,-0.0521114418336343,1,0.475073559736306,0.388056813868058,0.715176763396552,0.985014572833369,0.133056963402307,0.367672737033857,0.961243686990807,0.119431936181814,0.804716437920681,0.21798871886222,0.610808862518108,0.612615207373272,0.535135435901503,0.51891825032271,-0.15492840758464,-0.0521114418336343,0.642746580819708,-0.0521114418336343,0.0639859919546127,0.632659527339873,0.542809323953011,0.0205720868887423,0.694075056661566,0.717898234849213,0.793692753100165,0.838812504586706,0.535678355430244,0.561667257937463,0.759378865151911,0.625185021578391,0.871119114741195,0.635332467642551,-0.0521114418336343,0.526635659511107,0.96031914219121,0.082288347554969,0.80117570985027,0.737366850465163,0.620109022739803,0.52300078231515,0.799562897255041,0.917104355179032,0.690895550703927,0.730575306149109,0.168813653879888,-0.0521114418336343,0.144860365153687,0.329450745751827,0.714036130600066,0.550735835280576,0.853531296476184,0.971910200032987,0.545755498928121,0.768131559733435,0.646168479209165,0.78371257377201,0.775059985212052,0.687050036661952,-0.0521114418336343,0.834389400921659
NR2F2,0.795140155709855,0.307404731677143,-0.0248517377885177,0.66308954917545,0.62789334002629,0.70412196499153,0.190686888366895,0.507363301923582,0.789949181253529,0.817052512704687,0.78448412385992,0.519599519072425,0.773009599096556,0.822200350885091,0.550127104682188,-0.230212193252691,0.378477165552746,0.18917776913478,0.149706551128343,0.407115562809846,0.780914737436477,0.799550203477788,0.318711873986145,0.54685719876147,0.74025974025974,0.496469943547888,0.650269238930486,0.74025974025974,0.708711152177021,0.666478422510248,0.732052474644318,0.835922089250142,0.837051713695074,0.0171979790122527,0.51002543688708,0.568117943642888,0.827255562222001,0.706380575945794,0.565848115332895,0.738001129305477,0.689090321692219,0.554984100558232,0.762960371725135,0.84076792772445,0.0171979790122527,0.365257095320479,0.844420202033547,0.766233766233766,0.642010163749294,0.808018068887634,0.456902117235397,0.650160693996865,0.0171979790122527,-0.0701557245341642,0.59796534817843,0.743292884765666,-0.0805517107392528,0.688564481182004,0.195627715064534,0.89033409078363,0.510760824034678,0.0171979790122527,0.749294184076793,0.468819685610003,0.0171979790122527,0.55731988717492,0.742518351214004,0.506237013891122,0.588313990066213,0.608402760458718,0.487901650829737,0.723777935505237,0.0171979790122527,0.475073559736306,1,0.802947725588883,0.734613212874083,0.530129396047749,0.193827553966327,0.816153661463821,0.531677999061782,0.0766233364307808,0.744776962168267,-0.0438841993387943,0.752682100508188,0.713465814201823,0.80694089246111,0.3034444398342,-0.0677966209895985,0.0171979790122527,0.787690570299266,0.0171979790122527,0.162781582118907,0.711663400307553,0.773792744778847,-0.11768057018634,0.728966685488425,0.850429843039074,0.785242609646769,0.660826364756786,0.760237251439656,0.350381589580746,0.782928708403383,0.780818949425775,0.656311802505854,0.770750988142293,0.0171979790122527,0.140176931226735,0.588142444942267,0.207072541770194,0.619882057825863,0.421301798963913,0.675515418069709,0.743358304368555,0.814272799292535,0.518611893772234,0.818802828773995,0.813664596273292,0.349520045172219,0.0171979790122527,0.616036137775268,0.668172859177647,0.672501411631847,0.821343726619269,0.654405995086668,0.486006488649854,0.874047557182415,0.447118632450322,0.762845849802372,0.750368358897176,0.701863354037267,0.828152253000935,0.0171979790122527,0.60738696412865
NR3C1,0.744688345136444,0.060970203350596,-0.0886437317278235,0.791846242527139,0.545563486638915,0.702720823311569,-0.0525711445807268,0.518739352640545,0.737262298107705,0.68969698855237,0.827037806715024,0.445332101412972,0.699889554885656,0.840999432140829,0.579441134553121,-0.335475570112682,0.311068708839963,0.29319458063371,-0.0425852385803677,0.190525929057754,0.676106900107988,0.678875638841567,0.155343851355151,0.466972280254012,0.71178088227449,0.575759446014905,0.5755605443262,0.75594866971873,0.522742212526133,0.746249946015383,0.697846814185234,0.806572996680004,0.777119488374273,0.017246740037277,0.600964852161155,0.561225301416232,0.75588394639096,0.772936280274207,0.556944072447858,0.708949613848577,0.833051091344599,0.443388980510694,0.696961118708334,0.800116457162971,0.017246740037277,0.240230926730987,0.805811922633447,0.712347135959672,0.547567313571545,0.673841885367258,0.253289334991564,0.566786002274496,0.017246740037277,-0.0941844312724726,0.478361848065085,0.646277941862279,-0.164926031596296,0.604486087450312,0.106090039007194,0.893425328315133,0.469335604770017,0.017246740037277,0.749153625496539,0.216014368201969,0.017246740037277,0.468532064993265,0.741226073903983,0.355715990375722,0.564655965305151,0.537603131085638,0.380554989806689,0.735469976345893,0.017246740037277,0.388056813868058,0.802947725588883,1,0.724238463348506,0.44894043534338,-0.10770679614452,0.811104305650116,0.436875567183328,-0.11288925417227,0.582675042052864,-0.105332114486993,0.697624540144925,0.708625486193846,0.875288286280995,0.0692468099571714,-0.00708217116177549,0.017246740037277,0.698190793830108,0.017246740037277,-0.0109389714834278,0.715946817277756,0.802324894520524,-0.070354635408353,0.711214628589307,0.810795585420269,0.704847424060099,0.479032486394091,0.591335820599666,0.130632164044102,0.73186046881652,0.699888941990464,0.469556892027896,0.697624540144925,0.017246740037277,-0.0610907315744178,0.500043787805867,-0.0533333526482676,0.561202412000532,0.296559907121681,0.739169775749582,0.879252972218763,0.672629187961386,0.437484345928614,0.76519023282226,0.770105011848294,0.339185957424359,0.017246740037277,0.520953390367964,0.583406029901969,0.591735101015785,0.632575846962651,0.551869520460949,0.38841145773183,0.894692059886098,0.362623096984959,0.768972504477929,0.654517595666637,0.689130734867187,0.770933375978727,0.017246740037277,0.413507850297135
NRF1,0.604125676228738,0.187175325510083,0.214628644537198,0.625247130270207,0.541723165274283,0.94918125352908,0.26080199852242,0.835790439329473,0.976284584980237,0.900621118012423,0.868313474279608,0.795583525924008,0.962732919254659,0.905439642606928,0.587404711364964,-0.114386683522431,0.497112974326925,0.292365643208297,0.223840083658243,0.260924065255401,0.942405420666291,0.906572149977294,0.371533767440087,0.783090422733196,0.983060417843027,0.781700115893375,0.89397884065139,0.96386222473179,0.661849435175928,0.603784265816487,0.971736064798133,0.74894100699033,0.789607487007904,-0.0515939370367582,0.530358676895867,0.526286373663212,0.66553642975755,0.578769057029927,0.654775196521348,0.98531902879729,0.543245118249567,0.383106855651251,0.819601824711411,0.90626764539808,-0.0515939370367582,0.381266740732253,0.827384152227894,0.979672501411632,0.648785996612084,0.914172783738001,0.203382930032319,0.635332467642551,-0.0515939370367582,-0.122206745962738,0.785361896040616,0.954532655968067,0.113275843227074,0.889584539421817,0.132657420515864,0.803279201907008,0.832392917218377,-0.0515939370367582,0.974025974025974,0.3179768009221,-0.0515939370367582,0.741562609917607,0.976284584980237,0.431621581004675,0.509680803101266,0.600941217170073,0.504450361793552,0.975403858395729,-0.0515939370367582,0.715176763396552,0.734613212874083,0.724238463348506,1,0.733849734464376,0.0125862048030083,0.646145182501461,0.741687915992605,-0.0331088490750287,0.882552230378318,0.0143882620782932,0.943534726143422,0.746544165299909,0.766054372927542,0.180546274222854,0.0214689299800395,-0.0515939370367582,0.943534726143422,-0.0515939370367582,0.1527126182765,0.956227092635466,0.861338639261126,-0.0271570546583861,0.994353472614342,0.771109271403184,0.734673440139849,0.742353162146416,0.830838779247945,0.478101330298889,0.962691401018744,0.914835874563581,0.838181338140007,0.908526256352344,-0.0515939370367582,0.269218311842,0.718968276597718,-0.0486563895962752,0.596923463091572,0.670147641758533,0.942671599296274,0.85641660161092,0.829561648792464,0.779337917037793,0.817104067718448,0.952569169960474,0.376623376623377,-0.0515939370367582,0.516657255787691,0.69528384585603,0.874647092038397,0.668095106767875,0.754993869219739,0.739624986859104,0.776113472083608,0.662355458084302,0.960474308300395,0.788994436417999,0.986448334274421,0.690507637157331,-0.0515939370367582,0.69293442386508
PBX1,0.44062613546996,0.422852459813198,0.111021841317989,0.482902199254594,0.777956380421817,0.597465530314309,0.405950472783333,0.868695450415871,0.699611022125447,0.60659585360469,0.560977180351686,0.922823031168322,0.63569875909278,0.656671956095001,0.217477231579197,0.0861551868165921,0.795399981695858,0.295468420142639,0.0789208842661773,0.34535700365178,0.677926504310792,0.67870408708381,0.672679155324885,0.967012939999143,0.643117146766214,0.743760715873211,0.915466835005323,0.720724894734453,0.810365871414965,0.369311729217166,0.778097977128299,0.646438227725565,0.620466537340123,-0.0347609906050164,0.0870479732698885,0.10854523910013,0.282868965872431,0.367495512437837,0.875525099334595,0.703605538564989,0.415899652973129,0.735160130140951,0.794240650753024,0.71730102350056,-0.0347609906050164,0.56598463998548,0.728846548248612,0.691621989246364,0.566080044003624,0.627709726213696,-0.0621404122985293,0.835446824647143,-0.0347609906050164,-0.0503163159115125,0.954387251761765,0.844222639122394,0.136949608779912,0.930499869813048,-0.111155380853798,0.590714616997548,0.858966976992242,-0.0347609906050164,0.646541018000107,0.412817617634951,-0.0347609906050164,0.97942482936858,0.729855218024834,0.733771044803822,0.77321486381304,0.782205734322494,0.495098039215686,0.781746960229264,-0.0347609906050164,0.985014572833369,0.530129396047749,0.44894043534338,0.733849734464376,1,0.088614452739943,0.399564467468341,0.950688966032275,0.0783925201304523,0.812028127638263,0.180307901523332,0.606025208399041,0.62795399479342,0.55438249260485,0.485285829925334,-0.18584998478583,-0.0347609906050164,0.667654890609113,-0.0347609906050164,0.00169597038736733,0.635307503274661,0.560531867219872,-0.00228710526870511,0.712165216649721,0.748373018546465,0.806496138311128,0.815796978802047,0.547974126813724,0.518014134635456,0.772956360539345,0.645631784865897,0.846505864650784,0.648252953617054,-0.0347609906050164,0.476628497583187,0.960292912832722,0.0680413817439772,0.844561771726771,0.705040204363498,0.61647089266544,0.537013288179589,0.817191767584891,0.91447577423942,0.709606296782398,0.740126831726513,0.168910980872049,-0.0347609906050164,0.159780657581668,0.355326972855774,0.712165216649721,0.548443101076691,0.883574369460185,0.944056076142313,0.578107786954852,0.730870763994321,0.671078761843006,0.78646064702323,0.784066512561472,0.710534176846127,-0.0347609906050164,0.815850279605403
PCGF2,-0.0407299075321383,0.701452355723035,0.114986472164654,-0.133451453096204,0.198050432878589,0.00083908032020055,0.614439742797446,0.0336583737951625,0.109080441626072,0.231586168375352,0.148138911691383,0.114764785996766,0.0495057388918325,0.0244023210014928,-0.346638051124102,0.555374573147577,0.152644931417617,-0.102225560956682,0.712852571579704,0.614144643152267,0.142643654434094,0.239815913290533,0.471404543708459,0.13079810168749,0.0125862048030083,-0.0562342601097211,0.126880363308118,-0.0192988473646127,0.379134987502557,-0.260188367671844,0.123484337438833,-0.0167863463014093,-0.133451453096204,0.485571414544237,-0.395318455398189,-0.0655223014981562,-0.0361314941870798,-0.260114899262171,0.0210424590470714,0.0192988473646127,-0.131044602996312,0.17629414614429,0.292069331573351,0.128379288990684,0.485571414544237,0.428229236584476,-0.0675086976451563,0.0495057388918325,0.509321754361734,0.083908032020055,0.201017641735961,0.14153192922411,0.485571414544237,0.296782460352258,0.144299841216522,0.112468520219442,0.688902743142145,0.0790971784186319,0.688084974812324,-0.0378013277873978,0.104340958765004,0.485571414544237,0.00587356224140385,0.592663766107717,0.485571414544237,0.0865712023552015,0.00587356224140385,0.427312043152276,-0.0196171197455137,0.205979757327893,0.540166568376494,0.04285363264049,0.485571414544237,0.133056963402307,0.193827553966327,-0.10770679614452,0.0125862048030083,0.088614452739943,1,-0.0814137795618351,0.15474897449084,0.85889356014456,0.226551686454149,0.543614957546762,0.112436762906874,0.227976580606501,0.119827938320152,0.610956745189925,0.33834046788006,0.485571414544237,0.0302068915272198,0.485571414544237,0.139027431421446,0.0671453852056372,-0.123799303972894,0.632239122336821,-0.0050344819212033,0.237847367107431,0.176467282250443,0.390323979369693,0.0877086594248636,0.560141202555386,0.0453615933448774,0.151894569701602,0.365103032055652,0.057896542093838,0.485571414544237,0.56651035932311,0.194408657247963,0.741535779123771,0.00170583649960988,0.473844265978066,0.0302154233425367,-0.0672023605109294,0.192694189977305,0.156580510789505,-0.0437558859337113,0.0545402208130358,-0.359126377045835,0.485571414544237,0.00251724096060165,0.048680404274087,0.239976971577357,0.472516710391938,0.198140897674981,0.198672004994629,0.0681388630418288,0.239243569070286,0.0495057388918325,0.00295434926017934,0.0620919436948407,0.104392522866727,0.485571414544237,0.436460739822855
PGR,0.861503812040842,0.0990806127821911,-0.159322033898305,0.83728813559322,0.563712116145775,0.649534055836259,-0.109135169740168,0.380063539868176,0.698672719190828,0.698672719190828,0.68328886071725,0.405004476636768,0.665913610287782,0.715946817277756,0.63954802259887,-0.423494192114192,0.30043597811637,0.292448220711203,-0.00791940955083501,0.246806394525544,0.645580370278994,0.604929747510003,0.101517921195224,0.423749424363295,0.675515418069709,0.458757062146893,0.513009378013312,0.725783705869211,0.511862911660624,0.948305084745763,0.63387073973748,0.819209039548023,0.864971751412429,-0.0172028365124237,0.619209039548023,0.572802015480881,0.746606812544181,0.920079110397622,0.547027690731762,0.66308954917545,0.813684205604134,0.443707470570708,0.683572147972937,0.807681478126826,-0.0172028365124237,0.292703390691722,0.778767373729326,0.673256169179844,0.519627244669007,0.696413470300962,0.10313953881402,0.510577346230105,-0.0172028365124237,-0.0843238340389139,0.42829365411518,0.61638418079096,-0.159470289863388,0.54715555814107,0.115898067670521,0.915465412698466,0.405552152825058,-0.0172028365124237,0.717876334754682,0.205204265931449,-0.0172028365124237,0.48341491920733,0.720135583644548,0.351365713248083,0.458727458962775,0.435188252683083,0.382154872814363,0.661765129300524,-0.0172028365124237,0.367672737033857,0.816153661463821,0.811104305650116,0.646145182501461,0.399564467468341,-0.0814137795618351,1,0.475404614956701,-0.186408157306073,0.558034475796716,-0.0766391358711325,0.646709994723927,0.632374288598962,0.756614253688885,0.124833901587174,-0.194122641261995,-0.0172028365124237,0.703191216970558,-0.0172028365124237,0.0348316685754243,0.670056497175141,0.847457627118644,-0.191284938960758,0.659135863618186,0.759708989580444,0.739143596202519,0.49963624751137,0.733898305084746,0.0373092202064931,0.692112208241459,0.602110442124789,0.471186440677966,0.675515418069709,-0.0172028365124237,-0.0278467395076555,0.480404163491991,-0.0509338594865923,0.537382855555892,0.197975153209631,0.67909604519774,0.757704541702251,0.629285533224357,0.442904876492303,0.76125990697888,0.76870943477665,0.603784265816487,-0.0172028365124237,0.606608326928819,0.587570621468927,0.478960764651432,0.639864521919916,0.505421337472135,0.397753984826702,0.825596681748083,0.293953015004932,0.642756309166663,0.709670546169193,0.633154501384736,0.766400024386176,-0.0172028365124237,0.346565070206468
PML,0.477989554370137,0.474547257003413,0.154224382088814,0.547453153681119,0.770472425772219,0.602259844421452,0.471320895784051,0.828497091550852,0.727802962807096,0.640443465681602,0.58353673316922,0.896606791918667,0.645071783410105,0.644580020107141,0.177083155419051,0.114620019174588,0.847020493791558,0.334797922839529,0.183254902895054,0.440828556699342,0.687305182682695,0.684612442598043,0.724552308022372,0.928607683259048,0.663585054324117,0.739003887157283,0.894528959694415,0.736481058548039,0.802015411973918,0.458332872849309,0.795812793653231,0.674189137461421,0.648726200080904,-0.0176209433073436,0.116898030701465,0.141902572376304,0.274036397626592,0.447789740232665,0.885025875766346,0.720860486214342,0.431210061772075,0.74088351907074,0.845562426879715,0.757308488326303,-0.0176209433073436,0.67496887594304,0.722638309904597,0.708132612460958,0.617301877039087,0.636393687669162,-0.11727708139415,0.813404992274288,-0.0176209433073436,0.0231874590317135,0.909407148454819,0.847800074146765,0.226105446061616,0.900439416027257,-0.0227967047536652,0.609891464131625,0.850543932922654,-0.0176209433073436,0.680941245806003,0.479113339089137,-0.0176209433073436,0.977978481584789,0.76077972662268,0.782735633787946,0.70657916152984,0.725103708835865,0.604266326195791,0.782133481598096,-0.0176209433073436,0.961243686990807,0.531677999061782,0.436875567183328,0.741687915992605,0.950688966032275,0.15474897449084,0.475404614956701,1,0.0804462624439213,0.811691221636213,0.260935606352439,0.627137052212156,0.608885058871989,0.560306515650666,0.560152405978618,-0.114036733407795,-0.0176209433073436,0.684412484102381,-0.0176209433073436,0.0846820777074873,0.679397465561981,0.603298004981572,-0.00115937295158567,0.723174645078593,0.765111886812194,0.838320422180751,0.865613545125924,0.582754044140473,0.56687071317791,0.774961803426509,0.638272323643594,0.862846355326162,0.650857180570734,-0.0176209433073436,0.582551385166272,0.950061573771158,0.0811561066109972,0.818608566666281,0.720723423313713,0.657985450037455,0.549076075970352,0.774540348193549,0.901227933222008,0.724064685052846,0.776400298956378,0.259185792796168,-0.0176209433073436,0.175297533967051,0.366897779528361,0.716232168485839,0.585728543390529,0.84546558822739,0.944182479874059,0.574505229875908,0.780383310320514,0.68036270608994,0.844482874462469,0.804748745043459,0.701345416573362,-0.0176209433073436,0.842622125617474
PRKCQ,-0.154323404077799,0.561919530911605,0.209117780531178,-0.195870500316533,0.145323973136152,-0.000945967116429393,0.467661957399573,0.0502784073204229,0.0331088490750287,0.165544245375144,0.0559862008849145,0.118919277056718,0.00851370404786454,0.0578676008782225,-0.277246650206494,0.695422532527623,0.105677622273851,-0.0864357232515501,0.541400200676438,0.494998500493867,0.0917588102936511,0.158424415519068,0.43649882546837,0.117016568623811,-0.0331088490750287,-0.0917847272014673,0.0331556857784202,-0.0501362571707578,0.282046534592543,-0.339698114075534,0.0710277911489653,-0.109763178921342,-0.216687654939547,0.547426247259818,-0.40782698375085,-0.0842863121634389,-0.0369449070102397,-0.337710260565293,-0.0483948516123838,-0.0274330463764524,-0.14300261951325,0.0824091549841957,0.167958602654744,0.0350007833078875,0.547426247259818,0.297018662595037,-0.107503026459273,0.00851370404786454,0.453118248769679,0.0614878625679105,0.26148969889065,0.14618468988654,0.547426247259818,0.354492974188219,0.126530110788348,0.0558278237617172,0.496218374355204,0.0578676008782225,0.481055482285181,-0.118379651914942,0.0502784073204229,0.547426247259818,-0.057703994102193,0.472059021723425,0.547426247259818,0.0259623305935466,-0.057703994102193,0.28366250092949,-0.0509630933873321,0.194236695551719,0.464619082724388,-0.0161041902352327,0.547426247259818,0.119431936181814,0.0766233364307808,-0.11288925417227,-0.0331088490750287,0.0783925201304523,0.85889356014456,-0.186408157306073,0.0804462624439213,1,0.14094910034798,0.372418652601448,0.0974346129922275,0.188224731422539,0.0409082313075111,0.510485426278099,0.3189710770068,0.547426247259818,-0.0122975725135821,0.547426247259818,0.202423359510338,0.00851610870941449,-0.184515688703981,0.752586688517236,-0.0331088490750287,0.122445297557996,0.102804984307423,0.283745285843241,0.00662364010732238,0.425099438226575,-0.000947037215319538,0.117016568623811,0.313203553646244,0.0558120598693342,0.547426247259818,0.523450663678424,0.185528471754424,0.835996800090935,-0.0682713137830299,0.477973098908335,-0.0123010459135987,-0.0861803865940779,0.196370383308067,0.0856463393812021,-0.154629818740168,-0.0274330463764524,-0.400144090249633,0.547426247259818,0.0255411121435936,0.0804299155889147,0.192031324635167,0.406743179298896,0.124427250553241,0.114393202791588,-0.0180192192364387,0.216352754946221,0.00851370404786454,-0.0904044693468244,0.00472983558214696,0.0621942368320493,0.547426247259818,0.335364876798533
